Type (House/Senate),State,Affiliation,Name,District,Platform,Handle,Unique ID,Date added
House,New Jersey,Democrat,Donald Payne Jr.,10,Twitter,RepDonaldPayne,1155335864,
House,New Jersey,Democrat,Donald Payne Jr.,10,Twitter,DonaldPayneJr,571909015,
House,New Jersey,Democrat,Donald Payne Jr.,10,Facebook,DonaldPayneJr,,
House,New Jersey,Democrat,Donald Payne Jr.,10,Facebook,paynejr4congress,,
House,New Jersey,Democrat,Donald Payne Jr.,10,YouTube,,https://www.youtube.com/channel/UCTG_SeYsOgbngjv1Donyu0w,
House,New Jersey,Democrat,Donald Payne Jr.,10,Instagram,repdonaldpaynejr,,
House,New Jersey,Democrat,Mikie Sherrill,11,Twitter,RepSherrill,1080569698536878080,
House,New Jersey,Democrat,Mikie Sherrill,11,Twitter,MikieSherrill,1577754348,
House,New Jersey,Democrat,Mikie Sherrill,11,Facebook,RepMikieSherrill,,
House,New Jersey,Democrat,Mikie Sherrill,11,Facebook,MikieSherrillForCongress,,
House,New Jersey,Democrat,Mikie Sherrill,11,YouTube,,https://www.youtube.com/c/RepSherrill,
House,New Jersey,Democrat,Mikie Sherrill,11,YouTube,,https://www.youtube.com/c/MikieSherrillforCongress,
House,New Jersey,Democrat,Mikie Sherrill,11,Instagram,repsherrill,,
House,New Jersey,Democrat,Mikie Sherrill,11,Instagram,mikiesherrill,,
House,New Jersey,Republican,Paul DeGroot,11,Twitter,DeGrootCongress,1479204365948702720,
House,New Jersey,Republican,Paul DeGroot,11,Facebook,PaulDeGrootCares,,
House,New Jersey,Republican,Paul DeGroot,11,Instagram,pauldegrootcares,,
House,New Jersey,Republican,Paul DeGroot,11,YouTube,,https://www.youtube.com/channel/UCHGfMDrkK5C3YRH5KHWGoQQ,
House,New Jersey,Libertarian,Joseph Biasco,11,Twitter,BiascoCongress,1545068772779753472,
Senate,New Hampshire,Democrat,Maggie Hassan,,Twitter,SenatorHassan,946549322,
Senate,New Hampshire,Democrat,Maggie Hassan,,Twitter,Maggie_Hassan,361569788,
Senate,New Hampshire,Democrat,Maggie Hassan,,Facebook,SenatorHassan,,
Senate,New Hampshire,Democrat,Maggie Hassan,,Facebook,maggiefornh,,
Senate,New Hampshire,Democrat,Maggie Hassan,,YouTube,,https://www.youtube.com/c/SenatorHassan,
Senate,New Hampshire,Democrat,Maggie Hassan,,YouTube,,https://www.youtube.com/user/MaggieHassan,
Senate,New Hampshire,Democrat,Maggie Hassan,,Instagram,senatorhassan,,
Senate,New Hampshire,Democrat,Maggie Hassan,,Instagram,maggiehassan,,
Senate,New Hampshire,Republican,Don Bolduc,,Twitter,GenDonBolduc,913415985591439360,
Senate,New Hampshire,Republican,Don Bolduc,,Facebook,gendonbolduc,,
Senate,New Hampshire,Republican,Don Bolduc,,Instagram,gendonbolduc,,
Senate,New Hampshire,Republican,Don Bolduc,,YouTube,,https://www.youtube.com/channel/UCCWG_pLx45HxhTAtzeqdesA,
Senate,New Hampshire,Libertarian,Jeremy Kauffman,,Twitter,jeremykauffman,36996328,
Senate,New Hampshire,Libertarian,Jeremy Kauffman,,Facebook,Jeremy4NH,,
Senate,New Hampshire,Libertarian,Jeremy Kauffman,,Instagram,jeremy4nh,,
Senate,New Hampshire,Libertarian,Jeremy Kauffman,,YouTube,,https://www.youtube.com/channel/UCyBzavZ40TQj-sVjP9Jmb8w,
House,New Hampshire,Democrat,Annie Kuster,2,Twitter,RepAnnieKuster,1058717720,
House,New Hampshire,Democrat,Annie Kuster,2,Twitter,AnnMcLaneKuster,89992368,
House,New Hampshire,Democrat,Annie Kuster,2,Facebook,CongresswomanAnnieKuster,,
House,New Hampshire,Democrat,Annie Kuster,2,Facebook,kuster,,
House,New Hampshire,Democrat,Annie Kuster,2,YouTube,,https://www.youtube.com/user/RepKuster,
House,New Hampshire,Democrat,Annie Kuster,2,YouTube,,https://www.youtube.com/user/AnnMcLaneKuster,
House,New Hampshire,Democrat,Annie Kuster,2,Instagram,repanniekuster,,
House,New Hampshire,Republican,Bob Burns,2,Twitter,BurnsForNH,30063514,
House,New Hampshire,Republican,Bob Burns,2,Facebook,burnsfornh,,
House,New Hampshire,Republican,Bob Burns,2,Instagram,burnsfornh,,
House,New Hampshire,Republican,Bob Burns,2,YouTube,,https://www.youtube.com/user/burnsfornh,
House,New Hampshire,Democrat,Chris Pappas,1,Twitter,RepChrisPappas,1067748650485497856,
House,New Hampshire,Democrat,Chris Pappas,1,Twitter,ChrisPappasNH,574799823,
House,New Hampshire,Democrat,Chris Pappas,1,Facebook,RepChrisPappas,,
House,New Hampshire,Democrat,Chris Pappas,1,Facebook,pappasfornh,,
House,New Hampshire,Democrat,Chris Pappas,1,YouTube,,https://www.youtube.com/channel/UCMKDg_1K7cjBKbHGgq1YKkg,
House,New Hampshire,Democrat,Chris Pappas,1,YouTube,,https://www.youtube.com/channel/UCOMLLJGmSQXBDHufSt5am-w,
House,New Hampshire,Democrat,Chris Pappas,1,Instagram,repchrispappas,,
House,New Hampshire,Democrat,Chris Pappas,1,Instagram,pappasfornh,,
House,New Hampshire,Republican,Karoline Leavitt,1,Twitter,kleavittnh,844732519966801920,
House,New Hampshire,Republican,Karoline Leavitt,1,Facebook,KarolineForCongress,,
House,New Hampshire,Republican,Karoline Leavitt,1,Instagram,karolineleavitt,,
House,New Hampshire,Republican,Karoline Leavitt,1,YouTube,,https://www.youtube.com/channel/UCM0i7WwBIVG5tfrwesxW4YQ,
Senate,Nevada,Democrat,Catherine Cortez Masto,,Twitter,SenCortezMasto,811313565760163840,
Senate,Nevada,Democrat,Catherine Cortez Masto,,Twitter,CortezMasto,3145735852,
Senate,Nevada,Democrat,Catherine Cortez Masto,,Facebook,SenatorCortezMasto,,
Senate,Nevada,Democrat,Catherine Cortez Masto,,Facebook,catherinecortezmasto,,
Senate,Nevada,Democrat,Catherine Cortez Masto,,YouTube,,https://www.youtube.com/channel/UCip_83SiKUqwnUT57VOXrCg,
Senate,Nevada,Democrat,Catherine Cortez Masto,,YouTube,,https://www.youtube.com/channel/UCIINj3ZEAqcB2t8YS0MWA4A,
Senate,Nevada,Democrat,Catherine Cortez Masto,,Instagram,sencortezmasto,,
Senate,Nevada,Democrat,Catherine Cortez Masto,,Instagram,cortezmasto,,
Senate,Nevada,Republican,Adam Paul Laxalt,,Twitter,AdamLaxalt,1170886272,
Senate,Nevada,Republican,Adam Paul Laxalt,,Facebook,adam.laxalt,,
Senate,Nevada,Republican,Adam Paul Laxalt,,Instagram,adamlaxalt,,
Senate,Nevada,Republican,Adam Paul Laxalt,,YouTube,,https://www.youtube.com/channel/UCRKR_ZL_Wvv38H6S1wR2Hmw,
Senate,Nevada,Independent,Barry Lindemann,,Instagram,nvsenateseat_lindemann,,
House,Nevada,Democrat,Steven Horsford,4,Twitter,RepHorsford,389840566,
House,Nevada,Democrat,Steven Horsford,4,Twitter,StevenHorsford,246478393,
House,Nevada,Democrat,Steven Horsford,4,Facebook,RepHorsford,,
House,Nevada,Democrat,Steven Horsford,4,Facebook,stevenhorsford,,
House,Nevada,Democrat,Steven Horsford,4,YouTube,,https://www.youtube.com/channel/UCNEpy5bPXiyAavRzYnPlhDQ,
House,Nevada,Democrat,Steven Horsford,4,YouTube,,https://www.youtube.com/channel/UCGb2Uw2gbpcipfIehO1iIkg,
House,Nevada,Democrat,Steven Horsford,4,Instagram,rephorsford,,
House,Nevada,Democrat,Steven Horsford,4,Instagram,stevenahorsford,,
House,Nevada,Republican,Sam Peters,4,Twitter,SamPetersNevada,1111051227524034560,
House,Nevada,Republican,Sam Peters,4,Facebook,sampetersnevada,,
House,Nevada,Republican,Sam Peters,4,Instagram,sampeters702,,
House,Nevada,Democrat,Elizabeth Mercedes Krause,2,Twitter,mercedes4nevada,1506481034866544640,
House,Nevada,Democrat,Elizabeth Mercedes Krause,2,Facebook,Mercedes4Nevada,,
House,Nevada,Democrat,Elizabeth Mercedes Krause,2,Instagram,mercedes4nevada,,
House,Nevada,Republican,Mark Amodei,2,Twitter,markamodeinv2,402719755,
House,Nevada,Republican,Mark Amodei,2,Twitter,AmodeiForNevada,85689484,
House,Nevada,Republican,Mark Amodei,2,Facebook,MarkAmodeiNV2,,
House,Nevada,Republican,Mark Amodei,2,Facebook,AmodeiForNevada,,
House,Nevada,Republican,Mark Amodei,2,YouTube,,https://www.youtube.com/user/MarkAmodeiNV2,
House,Nevada,Republican,Mark Amodei,2,YouTube,,https://www.youtube.com/channel/UCp4iKHn64E-0u6u6rr3fT9Q,
House,Nevada,Republican,Mark Amodei,2,Instagram,MarkAmodeiNV2,,
House,Nevada,Democrat,Susie Lee,3,Twitter,RepSusieLee,1079061579973439488,
House,Nevada,Democrat,Susie Lee,3,Twitter,SusieLeeNV,602919981,
House,Nevada,Democrat,Susie Lee,3,Facebook,RepSusieLee,,
House,Nevada,Democrat,Susie Lee,3,Facebook,susieleenv,,
House,Nevada,Democrat,Susie Lee,3,YouTube,,https://www.youtube.com/channel/UCjb-fEQUxeagMKN1rZQm-FA,
House,Nevada,Democrat,Susie Lee,3,YouTube,,https://www.youtube.com/channel/UCkbxnLJULISi04BC7c62Bkg,
House,Nevada,Democrat,Susie Lee,3,Instagram,repsusielee,,
House,Nevada,Democrat,Susie Lee,3,Instagram,susieleenv,,
House,Nevada,Republican,April Becker,3,Twitter,voteaprilbecker,4776663858,
House,Nevada,Republican,April Becker,3,Facebook,VoteAprilBecker,,
House,Nevada,Republican,April Becker,3,Instagram,voteaprilbecker,,
House,Nevada,Republican,April Becker,3,YouTube,,https://www.youtube.com/channel/UCFLkf3Baqp6Jh_CoRTGc-og,
House,Nevada,Democrat,Dina Titus,1,Twitter,repdinatitus,122174004,
House,Nevada,Democrat,Dina Titus,1,Twitter,dinatitus,17907578,
House,Nevada,Democrat,Dina Titus,1,Facebook,CongresswomanTitus,,
House,Nevada,Democrat,Dina Titus,1,Facebook,titusforcongress,,
House,Nevada,Democrat,Dina Titus,1,YouTube,,https://www.youtube.com/channel/UCyM2fQxEmPKKd1Tj2VJRciA,
House,Nevada,Democrat,Dina Titus,1,YouTube,,https://www.youtube.com/channel/UCyM2fQxEmPKKd1Tj2VJRciA,
House,Nevada,Democrat,Dina Titus,1,Instagram,dinatitusnv,,
House,Nevada,Republican,Mark Robertson,1,Twitter,RobertsonforNV,1342204720065048576,
House,Nevada,Republican,Mark Robertson,1,Facebook,RobertsonforNV,,
House,Nevada,Republican,Mark Robertson,1,Instagram,robertsonfornv,,
House,Nevada,Republican,Mark Robertson,1,YouTube,,https://www.youtube.com/channel/UC9Y2SH8rSWF-O02CNzcxhrw,
House,Massachusetts,Democrat,Jake Auchincloss,4,Twitter,RepAuchincloss,1330278736554582016,10/10/2022
House,Massachusetts,Democrat,Jake Auchincloss,4,Twitter,JakeAuch,4870048156,10/10/2022
House,Massachusetts,Democrat,Jake Auchincloss,4,Facebook,RepAuchincloss,,10/10/2022
House,Massachusetts,Democrat,Jake Auchincloss,4,Facebook,JakeAuchincloss,,10/10/2022
House,Massachusetts,Democrat,Jake Auchincloss,4,YouTube,,https://www.youtube.com/RepAuchincloss,10/10/2022
House,Massachusetts,Democrat,Jake Auchincloss,4,YouTube,,https://www.youtube.com/channel/UCwtpZq_XdeLn4dHTfyLEunQ,10/10/2022
House,Massachusetts,Democrat,Jake Auchincloss,4,Instagram,RepAuchincloss,,10/10/2022
House,Massachusetts,Democrat,Jake Auchincloss,4,Instagram,jakeauchincloss,,10/10/2022
House,Massachusetts,Republican,David Cannata,4,Twitter,davidcannatajr,1548122112023441408,10/10/2022
House,Massachusetts,Republican,David Cannata,4,Facebook,VoteCannata,,10/10/2022
House,Massachusetts,Democrat,Katherine Clark,5,Twitter,RepKClark,2293131060,10/10/2022
House,Massachusetts,Democrat,Katherine Clark,5,Twitter,TeamKClark,23201727,10/10/2022
House,Massachusetts,Democrat,Katherine Clark,5,Facebook,RepKClark,,10/10/2022
House,Massachusetts,Democrat,Katherine Clark,5,Facebook,KatherineClarkForCongress,,10/10/2022
House,Massachusetts,Democrat,Katherine Clark,5,YouTube,,https://www.youtube.com/channel/UCgaI52w7QKI8LtkSeCCmSuw,10/10/2022
House,Massachusetts,Democrat,Katherine Clark,5,Instagram,repkclark,,10/10/2022
House,Massachusetts,Republican,Caroline Colarusso,5,Twitter,CarolineforMA5,1517108746509561856,10/10/2022
House,Massachusetts,Republican,Caroline Colarusso,5,Facebook,CarolineColarussoforMA,,10/10/2022
House,Massachusetts,Democrat,Bill Keating,9,Twitter,USRepKeating,232992031,10/10/2022
House,Massachusetts,Democrat,Bill Keating,9,Twitter,WilliamKeating,95546148,10/10/2022
House,Massachusetts,Democrat,Bill Keating,9,Facebook,USRepKeating,,10/10/2022
House,Massachusetts,Democrat,Bill Keating,9,Facebook,ElectBillKeating,,10/10/2022
House,Massachusetts,Democrat,Bill Keating,9,YouTube,,https://www.youtube.com/user/RepBillKeating,10/10/2022
House,Massachusetts,Democrat,Bill Keating,9,YouTube,,https://www.youtube.com/user/VoteBillKeating,10/10/2022
House,Massachusetts,Republican,Jesse Brown,9,Twitter,JesseBrownMA,1381990130714611712,10/10/2022
House,Massachusetts,Republican,Jesse Brown,9,Facebook,JesseBrownforCongress,,10/10/2022
House,Massachusetts,Republican,Jesse Brown,9,YouTube,,https://www.youtube.com/channel/UCap_FalPcxAYT1guMNP-uxg,10/10/2022
House,Massachusetts,Republican,Jesse Brown,9,Instagram,jessebrownforcongress,,10/10/2022
House,Massachusetts,Democrat,Stephen Lynch,8,Twitter,RepStephenLynch,310310133,10/10/2022
House,Massachusetts,Democrat,Stephen Lynch,8,Twitter,RepLynch,130901013,10/10/2022
House,Massachusetts,Democrat,Stephen Lynch,8,Facebook,repstephenlynch,,10/10/2022
House,Massachusetts,Democrat,Stephen Lynch,8,Facebook,lynch.stephen,,10/10/2022
House,Massachusetts,Democrat,Stephen Lynch,8,YouTube,,https://www.youtube.com/user/RepLynch,10/10/2022
House,Massachusetts,Democrat,Stephen Lynch,8,Instagram,repstephenlynch,,10/10/2022
House,Massachusetts,Republican,Robert Burke,8,Twitter,BurkcoEyes,1492838294006247424,10/10/2022
House,Massachusetts,Republican,Robert Burke,8,Facebook,Burke4Congress,,10/10/2022
House,Massachusetts,Republican,Robert Burke,8,YouTube,,https://www.youtube.com/channel/UCKE8d7_aU9cTkerTmDfNeMg,10/10/2022
House,Massachusetts,Democrat,Jim McGovern,2,Twitter,RepMcGovern,242426145,10/10/2022
House,Massachusetts,Democrat,Jim McGovern,2,Twitter,McGovernMA,128664931,10/10/2022
House,Massachusetts,Democrat,Jim McGovern,2,Facebook,RepJimMcGovern,,10/10/2022
House,Massachusetts,Democrat,Jim McGovern,2,Facebook,McGovernForCongress,,10/10/2022
House,Massachusetts,Democrat,Jim McGovern,2,YouTube,,https://www.youtube.com/user/RepJimMcGovern,10/10/2022
House,Massachusetts,Democrat,Jim McGovern,2,YouTube,,https://www.youtube.com/channel/UClWiNYDyH0lWMCOLUPymMYg,10/10/2022
House,Massachusetts,Democrat,Jim McGovern,2,Instagram,repmcgovern,,10/10/2022
House,Massachusetts,Democrat,Jim McGovern,2,Instagram,jimmcgovernma,,10/10/2022
House,Massachusetts,Republican,Jeffrey Sossa-Paquette,2,Twitter,Jeff4CongressMA,1378884515049902080,10/10/2022
House,Massachusetts,Republican,Jeffrey Sossa-Paquette,2,Facebook,Jeffrey4Congress,,10/10/2022
House,Massachusetts,Republican,Jeffrey Sossa-Paquette,2,Instagram,jeffrey_sossa_paquette,,10/10/2022
House,Massachusetts,Democrat,Seth Moulton,6,Twitter,RepMoulton,3091316093,10/10/2022
House,Massachusetts,Democrat,Seth Moulton,6,Twitter,sethmoulton,248495200,10/10/2022
House,Massachusetts,Democrat,Seth Moulton,6,Facebook,RepMoulton,,10/10/2022
House,Massachusetts,Democrat,Seth Moulton,6,Facebook,SethMoulton,,10/10/2022
House,Massachusetts,Democrat,Seth Moulton,6,YouTube,,https://www.youtube.com/channel/UC5w5qn7nj5Ljy69LTV7a_fQ,10/10/2022
House,Massachusetts,Democrat,Seth Moulton,6,YouTube,,https://www.youtube.com/user/sethmoulton,10/10/2022
House,Massachusetts,Democrat,Seth Moulton,6,Instagram,repmoulton,,10/10/2022
House,Massachusetts,Democrat,Seth Moulton,6,Instagram,sethmoulton,,10/10/2022
House,Massachusetts,Republican,Robert May Jr.,6,Twitter,may4congress,1519087409006362624,10/10/2022
House,Massachusetts,Republican,Robert May Jr.,6,Facebook,RobertMayforCongress,,10/10/2022
House,Massachusetts,Libertarian,Mark Tashjian,6,Twitter,mark_tashjian,1536396443556118528,10/10/2022
House,Massachusetts,Libertarian,Mark Tashjian,6,Facebook,Tashjian4Congress,,10/10/2022
House,Massachusetts,Libertarian,Mark Tashjian,6,Instagram,Tashjian4Congress,,10/10/2022
House,Massachusetts,Democrat,Richard Neal,1,Twitter,RepRichardNeal,442824717,10/10/2022
House,Massachusetts,Democrat,Richard Neal,1,Twitter,NealForCongress,555977812,10/10/2022
House,Massachusetts,Democrat,Richard Neal,1,Facebook,reprichardneal,,10/10/2022
House,Massachusetts,Democrat,Richard Neal,1,Facebook,NealforCongress,,10/10/2022
House,Massachusetts,Democrat,Richard Neal,1,YouTube,,https://www.youtube.com/user/RepRichardENeal,10/10/2022
House,Massachusetts,Democrat,Richard Neal,1,YouTube,,https://www.youtube.com/channel/UCqfR6CwcH61OdLYIbniQRyQ,10/10/2022
House,Massachusetts,Democrat,Richard Neal,1,Instagram,ricknealforcongress,,10/10/2022
House,Massachusetts,Republican,Dean James Martilli,1,Twitter,MartilliforRep,1527281196786409472,10/10/2022
House,Massachusetts,Republican,Dean James Martilli,1,Facebook,MartilliforCongress,,10/10/2022
House,Massachusetts,Democrat,Ayanna Pressley,7,Twitter,RepPressley,1080584229510172672,10/10/2022
House,Massachusetts,Democrat,Ayanna Pressley,7,Twitter,AyannaPressley,31013444,10/10/2022
House,Massachusetts,Democrat,Ayanna Pressley,7,Facebook,RepAyannaPressley,,10/10/2022
House,Massachusetts,Democrat,Ayanna Pressley,7,Facebook,ayannapressley2,,10/10/2022
House,Massachusetts,Democrat,Ayanna Pressley,7,YouTube,,https://www.youtube.com/c/RepPressley,10/10/2022
House,Massachusetts,Democrat,Ayanna Pressley,7,YouTube,,https://www.youtube.com/channel/UCFtjr4S5tz4zqZT5cfenkIA,10/10/2022
House,Massachusetts,Democrat,Ayanna Pressley,7,Instagram,ayannapressley,,10/10/2022
House,Massachusetts,Democrat,Ayanna Pressley,7,Instagram,RepAyannaPressley,,10/10/2022
House,Massachusetts,Republican,Donnie Palmer,7,Twitter,Donnieplmr,173684360,10/10/2022
House,Massachusetts,Republican,Donnie Palmer,7,Facebook,donniepalmer4congress,,10/10/2022
House,Massachusetts,Republican,Donnie Palmer,7,Instagram,donnieplmr,,10/10/2022
House,Massachusetts,Republican,Donnie Palmer,7,YouTube,,https://www.youtube.com/channel/UCaxiQAZUdpEUraPK7RkLF8w,10/10/2022
House,Massachusetts,Democrat,Lori Trahan,3,Twitter,RepLoriTrahan,1079802482640019456,10/10/2022
House,Massachusetts,Democrat,Lori Trahan,3,Twitter,LoriTrahanMA,915975047545749504,10/10/2022
House,Massachusetts,Democrat,Lori Trahan,3,Facebook,RepLoriTrahan,,10/10/2022
House,Massachusetts,Democrat,Lori Trahan,3,Facebook,LoriTrahanMA,,10/10/2022
House,Massachusetts,Democrat,Lori Trahan,3,YouTube,,https://www.youtube.com/channel/UCsRXg0BmoS4Rkjz-pqX1PmQ,10/10/2022
House,Massachusetts,Democrat,Lori Trahan,3,YouTube,,https://www.youtube.com/channel/UCv549fEZrkxVdo3ZCyzG_qw,10/10/2022
House,Massachusetts,Democrat,Lori Trahan,3,Instagram,reploritrahan,,10/10/2022
House,Massachusetts,Democrat,Lori Trahan,3,Instagram,loritrahanma,,10/10/2022
House,Massachusetts,Republican,Dean Tran,3,Twitter,DeanTranMA3,47347923,10/10/2022
House,Massachusetts,Republican,Dean Tran,3,Facebook,TranforCongress,,10/10/2022
House,Massachusetts,Republican,Dean Tran,3,Instagram,tranforcongress,,10/10/2022
House,Massachusetts,Republican,Dean Tran,3,YouTube,,https://www.youtube.com/channel/UC23aJU-b0CZuqxmMzKkO_Xg,10/10/2022
House,South Carolina,Democrat,Annie Andrews,,Facebook,AnnieAndrewsMD,,9/29/2022
House,South Carolina,Democrat,Annie Andrews,,Twitter,AnnieAndrewsMD,3698187494,9/29/2022
House,South Carolina,Democrat,Annie Andrews,,Instagram,annieandrewsmd,,9/29/2022
House,South Carolina,Democrat,Annie Andrews,,YouTube,,https://www.youtube.com/channel/UCDwAZSywBj9ZTfaaNqfVJZg,9/29/2022
House,South Carolina,Republicans,Nancy Mace,,Facebook,RepNancyMace,,9/29/2022
House,South Carolina,Republicans,Nancy Mace,,Facebook,nancyrmace,,9/29/2022
House,South Carolina,Republicans,Nancy Mace,,Twitter,RepNancyMace,1343597700542038016,9/29/2022
House,South Carolina,Republicans,Nancy Mace,,Twitter,NancyMace,914815520842616832,9/29/2022
House,South Carolina,Republicans,Nancy Mace,,Instagram,repnancymace,,9/29/2022
House,South Carolina,Republicans,Nancy Mace,,YouTube,,https://www.youtube.com/c/RepNancyMace,9/29/2022
House,South Carolina,Republicans,Nancy Mace,,YouTube,,https://www.youtube.com/channel/UCPZNK7T4gWWLzVgyBoY1mnQ,9/29/2022
House,South Carolina,Alliance Party,Joseph Oddo,,Facebook,vote4joe,,9/29/2022
House,South Carolina,Alliance Party,Joseph Oddo,,Twitter,writeconsult,16485498,9/29/2022
House,South Carolina,Republicans,Joe Wilson,,Facebook,JoeWilson,,9/29/2022
House,South Carolina,Republicans,Joe Wilson,,Facebook,joewilsonforcongress,,9/29/2022
House,South Carolina,Republicans,Joe Wilson,,Twitter,RepJoeWilson,254082173,9/29/2022
House,South Carolina,Republicans,Joe Wilson,,Twitter,TeamJoeWilson,15116570,9/29/2022
House,South Carolina,Republicans,Joe Wilson,,Instagram,repjoewilson,,9/29/2022
House,South Carolina,Republicans,Joe Wilson,,YouTube,,https://www.youtube.com/RepJoeWilson,9/29/2022
