Type (House/Senate),State,Affiliation,Name,District,Platform,Handle,Unique ID,Date added
House,New York,Democrat,Steven Holden,24,YouTube,,https://www.youtube.com/channel/UCVSPgFWkvd2thSrgwoR7w7w,
House,New York,Democrat,Hakeem Jeffries,8,Twitter,RepJeffries,467823431,
House,New York,Democrat,Hakeem Jeffries,8,Facebook,RepJeffries,,
House,New York,Democrat,Hakeem Jeffries,8,Facebook,hakeem.jeffries,,
House,New York,Democrat,Hakeem Jeffries,8,YouTube,,https://www.youtube.com/channel/UCYVmbsjoNbQ4j-PCQIYgpWQ,
House,New York,Democrat,Hakeem Jeffries,8,Instagram,repjeffries,,
House,New York,Democrat,Hakeem Jeffries,8,Twitter,hakeemjeffries,479017220,
House,New York,Democrat,Sean Maloney,17,Twitter,repseanmaloney,1072467470,
House,New York,Democrat,Sean Maloney,17,Twitter,spmaloney,26283468,
House,New York,Democrat,Sean Maloney,17,Facebook,repseanmaloney,,
House,New York,Democrat,Sean Maloney,17,Facebook,MaloneyforNY,,
House,New York,Democrat,Sean Maloney,17,YouTube,,https://www.youtube.com/channel/UCNiVzzf4Vz-vCMPBcnjGuXQ,
House,New York,Democrat,Sean Maloney,17,YouTube,,https://www.youtube.com/channel/UC7eyjOyTgpvXQ0ANN2Cp5vw,
House,New York,Democrat,Sean Maloney,17,Instagram,repseanpatrickmaloney,,
House,New York,Democrat,Gregory Meeks,5,Twitter,repgregorymeeks,22812754,
House,New York,Democrat,Gregory Meeks,5,Twitter,GregMeeksNYC,1092782048157331456,
House,New York,Democrat,Gregory Meeks,5,Facebook,RepGregoryMeeks,,
House,New York,Democrat,Gregory Meeks,5,Facebook,GregMeeksNYC,,
House,New York,Democrat,Gregory Meeks,5,YouTube,,https://www.youtube.com/user/repgregorymeeks,
House,New York,Democrat,Gregory Meeks,5,Instagram,repgregorymeeks,,
House,New York,Democrat,Gregory Meeks,5,Instagram,gregmeeksnyc,,
House,New York,Democrat,Grace Meng,6,Twitter,RepGraceMeng,1051127714,
House,New York,Democrat,Grace Meng,6,Twitter,Grace4NY,571214272,
House,New York,Democrat,Grace Meng,6,Facebook,repgracemeng,,
House,New York,Democrat,Grace Meng,6,Facebook,grace4ny,,
House,New York,Democrat,Grace Meng,6,YouTube,,https://www.youtube.com/c/repgracemeng,
House,New York,Democrat,Grace Meng,6,Instagram,grace4ny,,
House,New York,Democrat,Joseph Morelle,25,Twitter,repjoemorelle,1064595993222615040,
House,New York,Democrat,Joseph Morelle,25,Twitter,votemorelle,977247448820305920,
House,New York,Democrat,Joseph Morelle,25,Facebook,RepJoeMorelle,,
House,New York,Democrat,Joseph Morelle,25,Facebook,votemorelle,,
House,New York,Democrat,Joseph Morelle,25,YouTube,,https://www.youtube.com/channel/UCgqBoBJGq-CR3lD2GVABcPA,
House,New York,Democrat,Joseph Morelle,25,Instagram,repjoemorelle,,
House,New York,Democrat,Jerrold Nadler,12,Twitter,RepJerryNadler,40302336,
House,New York,Democrat,Jerrold Nadler,12,Twitter,JerryNadler,408816873,
House,New York,Democrat,Jerrold Nadler,12,Facebook,CongressmanNadler,,
House,New York,Democrat,Jerrold Nadler,12,Facebook,JerryNadler,,
House,New York,Democrat,Jerrold Nadler,12,YouTube,,https://www.youtube.com/user/CongressmanNadler,
House,New York,Democrat,Jerrold Nadler,12,Instagram,repjerrynadler,,
House,New York,Democrat,Alexandria Ocasio-Cortez,14,Twitter,RepAOC,1079104563280527360,
House,New York,Democrat,Alexandria Ocasio-Cortez,14,Twitter,AOC,138203134,
House,New York,Democrat,Alexandria Ocasio-Cortez,14,Facebook,repAOC,,
House,New York,Democrat,Alexandria Ocasio-Cortez,14,Facebook,OcasioCortez,,
House,New York,Democrat,Alexandria Ocasio-Cortez,14,YouTube,,https://www.youtube.com/channel/UC6XBnYptBnproA__ydn-b0A,
House,New York,Democrat,Alexandria Ocasio-Cortez,14,YouTube,,https://www.youtube.com/aoc,
House,New York,Democrat,Alexandria Ocasio-Cortez,14,Instagram,repaoc,,
House,New York,Democrat,Alexandria Ocasio-Cortez,14,Instagram,aoc,,
House,New York,Democrat,Josh Riley,19,Twitter,joshuaue99,360737087,
House,New York,Democrat,Josh Riley,19,Facebook,JoshRileyNY,,
House,New York,Democrat,Josh Riley,19,YouTube,,https://www.youtube.com/channel/UCQ6dA4k8O8OVAhKb8hde9Gg,
House,New York,Democrat,Max Rose,11,Twitter,MaxRose4NY,892491627088011264,
House,New York,Democrat,Max Rose,11,Facebook,MaxRoseNY,,
House,New York,Democrat,Max Rose,11,Instagram,maxrose4ny,,
House,New York,Democrat,Pat Ryan,19,Twitter,PatRyanUC,172377413,
House,New York,Democrat,Pat Ryan,19,Facebook,PatRyanUC,,
House,New York,Democrat,Pat Ryan,19,YouTube,,https://www.youtube.com/channel/UCNkYHTyAmbo81E85-FDCjwg,
House,New York,Democrat,Pat Ryan,19,YouTube,,https://www.youtube.com/channel/UCMHZL4gNTgPt_mwTYE-uP3Q,
House,New York,Democrat,Paul Tonko,20,Twitter,reppaultonko,84119348,
House,New York,Democrat,Paul Tonko,20,Twitter,PaulTonko,153865861,
House,New York,Democrat,Paul Tonko,20,Facebook,reppaultonko,,
House,New York,Democrat,Paul Tonko,20,Facebook,paul.tonko,,
House,New York,Democrat,Paul Tonko,20,YouTube,,https://www.youtube.com/user/reppaultonko,
House,New York,Democrat,Paul Tonko,20,Instagram,reppaultonko,,
House,New York,Democrat,Paul Tonko,20,Instagram,paultonko,,
House,New York,Democrat,Ritchie Torres,15,Twitter,RepRitchie,1276403757224546304,
House,New York,Democrat,Ritchie Torres,15,Facebook,RepRitchie,,
House,New York,Democrat,Ritchie Torres,15,Facebook,RitchieTorresNY15,,
House,New York,Democrat,Ritchie Torres,15,YouTube,,https://www.youtube.com/c/RepRitchie,
House,New York,Democrat,Ritchie Torres,15,YouTube,,https://www.youtube.com/channel/UCuekcNXQyQkgMGEoJFjUONA,
House,New York,Democrat,Ritchie Torres,15,Instagram,repritchie,,
House,New York,Democrat,Ritchie Torres,15,Instagram,ritchietorresny15,,
House,New York,Democrat,Nydia Velazquez,7,Twitter,NydiaVelazquez,164369297,
House,New York,Democrat,Nydia Velazquez,7,Facebook,RepNydiaVelazquez,,
House,New York,Democrat,Nydia Velazquez,7,Facebook,ReElectNydiaVelazquezToCongress,,
House,New York,Democrat,Nydia Velazquez,7,YouTube,,https://www.youtube.com/user/nydiavelazquez,
House,New York,Democrat,Nydia Velazquez,7,Instagram,rep_velazquez,,
House,New York,Democrat,Robert Zimmerman,3,Twitter,ZimmermanforNY,1482014742529155072,
House,New York,Democrat,Robert Zimmerman,3,Facebook,Zimmermanforny,,
House,New York,Democrat,Robert Zimmerman,3,Instagram,zimmermanforny,,
House,New York,Democrat,Robert Zimmerman,3,YouTube,,https://www.youtube.com/channel/UCHioT8lsU7EqswnVN9TlbKg,
House,New York,Conservative party,Desi Cuellar,14,Twitter,desijcuellar,1268253109106757632,
House,New York,Conservative party,Desi Cuellar,14,Facebook,Desi-Cuellar/100071649651740,,
House,New York,Conservative party,Desi Cuellar,14,Instagram,desicuellar,,
House,New York,Conservative party,Desi Cuellar,14,YouTube,,https://www.youtube.com/channel/UCRk8LID9HnD8FfIvXLkVOQg,
House,New York,Republican,Yuri Dashevsky,8,Twitter,yura4us,1530785757744578560,
House,New York,Republican,Yuri Dashevsky,8,Facebook,yura4us,,
House,New York,Republican,Yuri Dashevsky,8,YouTube,,https://www.youtube.com/c/YuraDashevsky,
House,New York,Republican,Anthony D'Esposito,4,Twitter,ANTHONYDESPO,2689507912,
House,New York,Republican,Anthony D'Esposito,4,Facebook,DESPOSITO4CONGRESS,,
House,New York,Republican,Anthony D'Esposito,4,Instagram,despositoforcongress,,
House,New York,Republican,George Devolder-Santos,3,Twitter,Santos4Congress,1174153996363345920,
House,New York,Republican,George Devolder-Santos,3,Facebook,DevolderSantosforCongress,,
House,New York,Republican,George Devolder-Santos,3,Instagram,santos4_congress,,
House,New York,Republican,George Devolder-Santos,3,YouTube,,https://www.youtube.com/channel/UCjNLKEDbHTioCtOEQ3pvuaA,
House,New York,Republican,Tina Forte,14,Twitter,TinaForteUSA,1407849760221011968,
House,New York,Republican,Tina Forte,14,Facebook,TinaForteUSA,,
House,New York,Republican,Tina Forte,14,Instagram,TinaForteUSA,,
House,New York,Republican,Tina Forte,14,YouTube,,https://www.youtube.com/channel/UCJ4qpPf06uCCSp_cDH68Xlg,
House,New York,Republican,Andrew Garbarino,2,Twitter,RepGarbarino,1344349650447433728,
House,New York,Republican,Andrew Garbarino,2,Twitter,GarbarinoforNY,1222594021547290624,
House,New York,Republican,Andrew Garbarino,2,Facebook,RepAndrewGarbarino,,
House,New York,Republican,Andrew Garbarino,2,Facebook,GarbarinoforNY,,
House,New York,Republican,Andrew Garbarino,2,YouTube,,https://www.youtube.com/channel/UCX2bIeS3GwszQNxqPOGmtmw,
House,New York,Republican,Andrew Garbarino,2,YouTube,,https://www.youtube.com/channel/UCJrGd8qJE_pNc0s0EYb1AFQ,
House,New York,Republican,Andrew Garbarino,2,Instagram,repandrewgarbarino,,
House,New York,Republican,Andrew Garbarino,2,Instagram,garbarinoforcongress,,
House,New York,Republican,Benine Hamdan,10,Twitter,najimbenine,2970892229,
House,New York,Republican,Benine Hamdan,10,Instagram,beninehamdan,,
House,New York,Republican,Elizabeth Joy,20,Twitter,LizLemeryJoy,19167833,
House,New York,Republican,Elizabeth Joy,20,Facebook,JoyForNY,,
House,New York,Republican,Elizabeth Joy,20,Instagram,joyforny,,
House,New York,Republican,Elizabeth Joy,20,YouTube,,https://www.youtube.com/c/LizJoyforNewYork,
House,New York,Republican,Paul King,5,Twitter,paul4uscongress,1506287289810497536,
House,New York,Republican,Paul King,5,Facebook,100078260179171,,
House,New York,Republican,Paul King,5,Instagram,paulkingforcongress,,
House,New York,Republican,Nicholas J. LaLota,1,Twitter,nicklalota,275989559,
House,New York,Republican,Nicholas J. LaLota,1,Facebook,LaLotaForCongress,,
House,New York,Republican,Nicholas J. LaLota,1,Instagram,lalotaforcongress,,
House,New York,Republican,Nicholas A. Langworthy,23,Twitter,NickLangworthy,18785472,
House,New York,Republican,Nicholas A. Langworthy,23,Facebook,ChairmanNickLangworthy,,
House,New York,Republican,Nicholas A. Langworthy,23,Instagram,nicklangworthy,,
House,New York,Republican,Michael Lawler,17,Twitter,lawler4ny,260026173,
House,New York,Republican,Michael Lawler,17,Facebook,lawler4ny,,
House,New York,Republican,Michael Lawler,17,Instagram,lawler4ny,,
House,New York,Republican,Nicole Malliotakis,11,Twitter,RepMalliotakis,1344750588026900480,
House,New York,Republican,Nicole Malliotakis,11,Twitter,NMalliotakis,757862089,
House,New York,Republican,Nicole Malliotakis,11,Facebook,RepMalliotakis,,
House,New York,Republican,Nicole Malliotakis,11,Facebook,NMalliotakis,,
House,New York,Republican,Nicole Malliotakis,11,YouTube,,https://www.youtube.com/channel/UCjxdCYuk3BOoT27ru_mJfVQ,
House,New York,Republican,Marcus Molinaro,19,Twitter,MarcMolinaroNY,1466119349207449600,
House,New York,Republican,Marcus Molinaro,19,Facebook,MarcMolinaroNY,,
House,New York,Republican,Marcus Molinaro,19,Instagram,marcmolinarony,,
House,New York,Republican,Marcus Molinaro,19,YouTube,,https://www.youtube.com/channel/UClmsGr03I2Z1k3k1HemSR1A,
House,New York,Republican,Juan Pagan,7,Twitter,Pagan4Congress,1519795900859756544,
House,New York,Republican,Juan Pagan,7,Facebook,Juan-Pagan-for-Congress,,
House,New York,Republican,Steven Sams,23,Twitter,StevenLSamsII,1133612193017155584,
House,New York,Republican,Steven Sams,23,Facebook,Samsforthepeople,,
House,New York,Republican,Steven Sams,23,Instagram,samsforthepeople,,
House,New York,Republican,Colin J. Schmitt,18,Twitter,colinschmitt,18091773,
House,New York,Republican,Colin J. Schmitt,18,Facebook,NYforSchmitt,,
House,New York,Republican,Colin J. Schmitt,18,YouTube,,https://www.youtube.com/channel/UCgQcwxZeNvwIXX3is2dCoOw,
House,New York,Republican,Colin J. Schmitt,18,Instagram,colinschmitt,,
House,New York,Republican,Joe Sempolinski,23,Twitter,JoeSempo,1352683476718407680,
House,New York,Republican,Joe Sempolinski,23,Facebook,Sempolinski,,
House,New York,Republican,Joe Sempolinski,23,YouTube,,https://www.youtube.com/channel/UCsyIbm-vgjqF8K0ZRB9UXNw,
House,New York,Republican,La'Ron Singletary,25,Twitter,LaRon4Congress,1456251249381289984,
House,New York,Republican,La'Ron Singletary,25,Facebook,100075985283390,,
House,New York,Republican,La'Ron Singletary,25,Instagram,singletary4congress,,
House,New York,Republican,Elise Stefanik,21,Twitter,RepStefanik,2962813893,
House,New York,Republican,Elise Stefanik,21,Twitter,EliseStefanik,109579534,
House,New York,Republican,Elise Stefanik,21,Facebook,RepEliseStefanik,,
House,New York,Republican,Elise Stefanik,21,Facebook,EliseforCongress,,
House,New York,Republican,Elise Stefanik,21,YouTube,,https://www.youtube.com/channel/UCHvf42C8Vw6QnjwO2L2ukKA,
House,New York,Republican,Elise Stefanik,21,YouTube,,https://www.youtube.com/channel/UCtuMoBotjBRnw7DdAfv_Abg,
House,New York,Republican,Elise Stefanik,21,Instagram,repstefanik,,
House,New York,Republican,Elise Stefanik,21,Instagram,elisestefanik,,
House,New York,Republican,Claudia Tenney,24,Twitter,RepTenney,797201048490430464,
House,New York,Republican,Claudia Tenney,24,Twitter,claudiatenney,756285384,
House,New York,Republican,Claudia Tenney,24,Facebook,RepClaudiaTenney,,
House,New York,Republican,Claudia Tenney,24,Facebook,ClaudiaForCongress,,
House,New York,Republican,Claudia Tenney,24,YouTube,,https://www.youtube.com/channel/UCJzwGzVepXaugOjrrEx1glQ,
House,New York,Republican,Claudia Tenney,24,Instagram,repclaudiatenney,,
House,New York,Republican,Claudia Tenney,24,Instagram,claudiatenney,,
House,New York,Republican,Brandon Williams,22,Twitter,Brandon4ny22,1496341259539161088,
House,New York,Republican,Brandon Williams,22,Facebook,Brandonforcongressny22,,
House,New York,Republican,Brandon Williams,22,YouTube,,https://www.youtube.com/channel/UCiOVbbsvgsztWn-xahFKsig,
House,New York,Republican,Thomas Zmich,6,Twitter,Tomzmich2020,1255593470116474880,
House,New York,Republican,Thomas Zmich,6,Facebook,Zmich2020,,
House,New York,Republican,Thomas Zmich,6,Instagram,tomzmich2020,,
House,New York,Republican,Thomas Zmich,6,YouTube,,https://www.youtube.com/channel/UClWvupB0wctAb-JVch1skGQ,
House,New York,Republican,Mike Zumbluskas,12,Twitter,MikeZumbluskas,993922909,
House,New York,Republican,Mike Zumbluskas,12,Facebook,100057733552390,,
House,New York,Republican,Mike Zumbluskas,12,YouTube,,https://www.youtube.com/channel/UCaxRW1q6M3nNbvLlGi0mOUQ,
House,New Mexico,Democrat,Teresa Leger Fernandez,3,Twitter,RepTeresaLF,1345147845926670336,10/07/2022
House,New Mexico,Democrat,Teresa Leger Fernandez,3,Twitter,TeresaForNM,1128147829606600704,10/07/2022
House,New Mexico,Democrat,Teresa Leger Fernandez,3,Facebook,RepTeresaLF,,
House,New Mexico,Democrat,Teresa Leger Fernandez,3,Facebook,TeresaForNM,,
House,New Mexico,Democrat,Teresa Leger Fernandez,3,YouTube,,https://www.youtube.com/channel/UCrNf1uQEmfRZ0Q4G8pTzqfg,
House,New Mexico,Democrat,Teresa Leger Fernandez,3,YouTube,,https://www.youtube.com/channel/UCZMeRh_kFVGQ2pSOyZ75f6A,
House,New Mexico,Democrat,Teresa Leger Fernandez,3,Instagram,repteresalf,,
House,New Mexico,Democrat,Teresa Leger Fernandez,3,Instagram,teresafornm,,
House,New Mexico,Democrat,Melanie Ann Stansbury,1,Twitter,Rep_Stansbury,1404519992582942720,
House,New Mexico,Democrat,Melanie Ann Stansbury,1,Twitter,MelanieforNM,961359779003121664,
House,New Mexico,Democrat,Melanie Ann Stansbury,1,Facebook,RepStansbury,,
House,New Mexico,Democrat,Melanie Ann Stansbury,1,Facebook,Melanie4NM,,
House,New Mexico,Democrat,Melanie Ann Stansbury,1,YouTube,,https://www.youtube.com/channel/UChetVeo-yF5qoHyPLOQfKPw,
House,New Mexico,Democrat,Melanie Ann Stansbury,1,Instagram,RepStansbury,,
House,New Mexico,Democrat,Melanie Ann Stansbury,1,Instagram,melanieinthe505,,
House,New Mexico,Democrat,Darshan Patel,2,Twitter,PatelforNM,1495487814120574976,
House,New Mexico,Democrat,Darshan Patel,2,Facebook,PatelForNM,,
House,New Mexico,Democrat,Gabriel Vasquez,2,Twitter,gabe_nm,2151608598,
House,New Mexico,Democrat,Gabriel Vasquez,2,Facebook,GabeVasquezforCongress,,
House,New Mexico,Democrat,Gabriel Vasquez,2,Instagram,GabeForCongress,,
House,New Mexico,Republican,Yvette Herrell,2,Twitter,RepHerrell,1344416719260016640,
House,New Mexico,Republican,Yvette Herrell,2,Twitter,Yvette4congress,898787903609765888,
House,New Mexico,Republican,Yvette Herrell,2,Facebook,RepHerrell,,
House,New Mexico,Republican,Yvette Herrell,2,Facebook,HerrellforCongress,,
House,New Mexico,Republican,Yvette Herrell,2,YouTube,,https://www.youtube.com/channel/UCuGL0nSO2RZvbJWyHLdyTPQ,
House,New Mexico,Republican,Yvette Herrell,2,YouTube,,https://www.youtube.com/channel/UCbwb2-zNQCF0-bRRlbI3-Ng,
House,New Mexico,Republican,Yvette Herrell,2,Instagram,repherrell,,
House,New Mexico,Republican,Yvette Herrell,2,Instagram,yvetteherrellnm,,
House,New Mexico,Republican,Alexis Martinez Johnson,3,Twitter,alexisjohnsonnm,1163964650355953664,
House,New Mexico,Republican,Alexis Martinez Johnson,3,Facebook,alexisjohnsonnm,,
House,New Mexico,Republican,Alexis Martinez Johnson,3,Instagram,alexismartinezjohnson,,
House,New Mexico,Republican,Michelle Garcia Holmes,1,Twitter,GarciaHolmes4NM,829745796891291648,
House,New Mexico,Republican,Michelle Garcia Holmes,1,Facebook,michelle.garciaholmes,,
House,New Mexico,Republican,Michelle Garcia Holmes,1,YouTube,,https://www.youtube.com/channel/UCrYPsVYOeg9Aj_Mz36KOSJw,
House,New Jersey,Democrat,Tim Alexander,2,Twitter,talexander_NJ02,1368693584397033472,
House,New Jersey,Democrat,Tim Alexander,2,Facebook,timalexanderforcongress,,
House,New Jersey,Democrat,Tim Alexander,2,Instagram,tim_alexander_for_congress,,
House,New Jersey,Republican,Jeff Van Drew,2,Twitter,Congressman_JVD,1468677099594698752,10/08/2022
House,New Jersey,Republican,Jeff Van Drew,2,Facebook,CongressmanJVD,,
House,New Jersey,Republican,Jeff Van Drew,2,Facebook,VanDrewForCongress,,
House,New Jersey,Republican,Jeff Van Drew,2,YouTube,,https://www.youtube.com/channel/UCc5AGO_bQLeiv313Bbr35fg,
House,New Jersey,Republican,Jeff Van Drew,2,YouTube,,https://www.youtube.com/channel/UCavpCw47t3MddfhvVRap0jA,
House,New Jersey,Republican,Jeff Van Drew,2,Instagram,jeffvandrew,,
House,New Jersey,Democrat,Bonnie Watson Coleman,12,Twitter,RepBonnie,2968451607,
House,New Jersey,Democrat,Bonnie Watson Coleman,12,Twitter,Bonnie4Congress,1473761198,
House,New Jersey,Democrat,Bonnie Watson Coleman,12,Facebook,RepBonnie,,
House,New Jersey,Democrat,Bonnie Watson Coleman,12,Facebook,bwcforcongress,,
House,New Jersey,Democrat,Bonnie Watson Coleman,12,YouTube,,https://www.youtube.com/c/CongresswomanBonnieWatsonColeman,
House,New Jersey,Democrat,Bonnie Watson Coleman,12,Instagram,repbonnie,,
House,New Jersey,Republican,Darius Mayfield,12,Twitter,dariusmayfieldforamerica,1350692890788450304,
House,New Jersey,Republican,Darius Mayfield,12,Facebook,dariusmayfieldforamerica,,
House,New Jersey,Republican,Darius Mayfield,12,Instagram,darius4america,,
House,New Jersey,Democrat,Josh Gottheimer,5,Twitter,RepJoshG,815310506596691968,
House,New Jersey,Democrat,Josh Gottheimer,5,Twitter,JoshGottheimer,431105217,
House,New Jersey,Democrat,Josh Gottheimer,5,Facebook,RepJoshG,,
House,New Jersey,Democrat,Josh Gottheimer,5,Facebook,josh4congress,,
House,New Jersey,Democrat,Josh Gottheimer,5,YouTube,,https://www.youtube.com/channel/UCNc_9pTqsP0J3tqNlelh7mA,
House,New Jersey,Democrat,Josh Gottheimer,5,YouTube,,https://www.youtube.com/channel/UC2BtZnO3yk8E4y8WCgnt10A,
House,New Jersey,Democrat,Josh Gottheimer,5,Instagram,repjoshg,,
House,New Jersey,Republican,Frank Pallotta,5,Twitter,FrankPallottaNJ,1111986921033605120,
House,New Jersey,Republican,Frank Pallotta,5,Facebook,FrankPallottaNJ,,
House,New Jersey,Republican,Frank Pallotta,5,Instagram,FrankPallottaNJ,,
House,New Jersey,Republican,Frank Pallotta,5,YouTube,,https://www.youtube.com/channel/UCrFq1Aqppuv813-xwbh2NJQ,
House,New Jersey,Together we Stand,Trevor Ferrigno,5,Instagram,ferrignoforfreedom,,
House,New Jersey,Together we Stand,Trevor Ferrigno,5,YouTube,,https://www.youtube.com/channel/UCbstaPFegKfuaFVI-qBtykA,
House,New Jersey,Republican,Chris Smith,4,Facebook,RepChrisSmith,,
House,New Jersey,Republican,Chris Smith,4,Facebook,Smith4NJ,,
House,New Jersey,Republican,Chris Smith,4,YouTube,,https://www.youtube.com/channel/UCtCNUDo3-I1gsd_03ppDfZg,
House,New Jersey,Republican,Chris Smith,4,YouTube,,https://www.youtube.com/channel/UCuHEDmhevlMRWOvrb7WXXPQ,
House,New Jersey,Republican,Chris Smith,4,Instagram,repchrissmith,,
House,New Jersey,Libertarian,Jason Cullen,4,Twitter,Cullen4Congress,1511414971552485376,
House,New Jersey,Libertarian,Jason Cullen,4,Facebook,cullen4congress,,
House,New Jersey,Libertarian,Jason Cullen,4,Instagram,cullen4congress,,
House,New Jersey,Progress with Pam,Pam Daniels,4,Twitter,PamRDaniels,743174311914016768,
House,New Jersey,Democrat,Andrew Kim,3,Twitter,RepAndyKimNJ,1078771848882593792,
House,New Jersey,Democrat,Andrew Kim,3,Twitter,AndyKimNJ,24215154,
House,New Jersey,Democrat,Andrew Kim,3,Facebook,RepAndyKimNJ,,
House,New Jersey,Democrat,Andrew Kim,3,Facebook,AndyKimNJ,,
House,New Jersey,Democrat,Andrew Kim,3,YouTube,,https://www.youtube.com/c/repandykimnj,
House,New Jersey,Democrat,Andrew Kim,3,YouTube,,https://www.youtube.com/c/AndyKimForCongress,
House,New Jersey,Democrat,Andrew Kim,3,Instagram,RepAndykimnj,,
House,New Jersey,Democrat,Andrew Kim,3,Instagram,andykimnj,,
House,New Jersey,Republican,Bob Healey,3,Twitter,BobHealey4NJ,1458465766844608512,
House,New Jersey,Republican,Bob Healey,3,Facebook,BobHealey4Congress,,
House,New Jersey,Republican,Bob Healey,3,Instagram,BobHealey4Congress,,
House,New Jersey,Republican,Bob Healey,3,YouTube,,https://www.youtube.com/channel/UCapc53CkCWY2TiVcVTdU9tA,
House,New Jersey,Democrat,Tom Malinowski,7,Twitter,RepMalinowski,1080898026418384896,
House,New Jersey,Democrat,Tom Malinowski,7,Twitter,Malinowski,811239440916054016,
House,New Jersey,Democrat,Tom Malinowski,7,Facebook,RepTomMalinowski,,
House,New Jersey,Democrat,Tom Malinowski,7,Facebook,malinowskifornj,,
House,New Jersey,Democrat,Tom Malinowski,7,YouTube,,https://www.youtube.com/channel/UCPBK9PROw46Gv1CPrdNwJnQ,
House,New Jersey,Democrat,Tom Malinowski,7,YouTube,,https://www.youtube.com/c/TomMalinowskiNJ7,
House,New Jersey,Democrat,Tom Malinowski,7,Instagram,reptommalinowski,,
House,New Jersey,Democrat,Tom Malinowski,7,Instagram,malinowskifornj,,
House,New Jersey,Republican,Thomas Kean Jr.,7,Twitter,KeanForCongress,1093918214181060608,
House,New Jersey,Republican,Thomas Kean Jr.,7,Facebook,TomKeanPolitical,,
House,New Jersey,Republican,Thomas Kean Jr.,7,Instagram,tomkean,,
House,New Jersey,Republican,Thomas Kean Jr.,7,YouTube,,https://www.youtube.com/c/TomKean,
House,New Jersey,Democrat,Rob Menendez,7,Twitter,robmenendez4nj,1491892268466413568,
House,New Jersey,Democrat,Rob Menendez,8,Facebook,RobMenendez4NJ,,
House,New Jersey,Democrat,Rob Menendez,8,Instagram,robmenendez4nj,,
House,New Jersey,Libertarian,Dan Delaney,8,Twitter,danforcongress,737657997380472832,
House,New Jersey,Libertarian,Dan Delaney,8,Facebook,dandelaneyforcongress,,
House,New Jersey,Libertarian,Dan Delaney,8,Instagram,dandelaneyforcongress/,,
House,New Jersey,Democrat,Donald Norcross,1,Twitter,DonaldNorcross,3122099613,
House,New Jersey,Democrat,Donald Norcross,1,Twitter,DonNorcross4NJ,2340948996,
House,New Jersey,Democrat,Donald Norcross,1,Facebook,DonaldNorcrossNJ,,
House,New Jersey,Democrat,Donald Norcross,1,Facebook,DNforC,,
House,New Jersey,Democrat,Donald Norcross,1,YouTube,,https://www.youtube.com/channel/UC7kXK_PyDiOT8YrdP0jYZHw,
House,New Jersey,Democrat,Donald Norcross,1,YouTube,,https://www.youtube.com/channel/UCA4EkFYrSl7sk6RMHST2v1Q,
House,New Jersey,Democrat,Donald Norcross,1,Instagram,donaldnorcross,,
House,New Jersey,Republican,Claire Gustafson,1,Twitter,ClaireGForNJRep,817397255523209216,
House,New Jersey,Republican,Claire Gustafson,1,Facebook,Gustafson2022,,
House,New Jersey,Republican,Claire Gustafson,1,Instagram,clairegustafsonfornj,,
House,New Jersey,Libertarian,Isaiah Fletcher,1,Twitter,Isaiah4congress,1511866095103320064,
House,New Jersey,Libertarian,Isaiah Fletcher,1,Facebook,fletcherforcongress,,
House,New Jersey,Libertarian,Isaiah Fletcher,1,YouTube,,https://www.youtube.com/channel/UCjAjKUQ12Y44fvVO27MWIdw,
House,New Jersey,Democrat,Frank Pallone Jr.,6,Twitter,FrankPallone,31801993,
House,New Jersey,Democrat,Frank Pallone Jr.,6,Twitter,pallonefornj,1265423480,
House,New Jersey,Democrat,Frank Pallone Jr.,6,Facebook,RepFrankPallone,,
House,New Jersey,Democrat,Frank Pallone Jr.,6,Facebook,PalloneForNJ,,
House,New Jersey,Democrat,Frank Pallone Jr.,6,YouTube,,https://www.youtube.com/repfrankpallone,
House,New Jersey,Democrat,Frank Pallone Jr.,6,Instagram,repfrankpallone,,
House,New Jersey,Republican,Susan Kiley,6,Twitter,SueKileyNJ6,1483755023695855616,
House,New Jersey,Republican,Susan Kiley,6,Facebook,KileyforCongress,,
House,New Jersey,Republican,Susan Kiley,6,Instagram,kileyforcongress,,
House,New Jersey,Libertarian,Tara Fisher,6,Twitter,fisher4freedom,1512948996783939584,
House,New Jersey,Democrat,Bill Pascrell,9,Twitter,BillPascrell,74508260,
House,New Jersey,Democrat,Bill Pascrell,9,Twitter,PascrellforNJ,515736574,
House,New Jersey,Democrat,Bill Pascrell,9,Facebook,pascrell,,
House,New Jersey,Democrat,Bill Pascrell,9,Facebook,PascrellForNJ,,
House,New Jersey,Democrat,Bill Pascrell,9,YouTube,,https://www.youtube.com/RepPascrell,
House,New Jersey,Democrat,Bill Pascrell,9,YouTube,,https://www.youtube.com/channel/UCLOk2MXlzl-yZGUAHxMLHaA,
House,New Jersey,Democrat,Bill Pascrell,9,Instagram,billpascrell,,
House,New Jersey,Democrat,Bill Pascrell,9,Instagram,pascrellfornj,,
House,New Jersey,Republican,Billy Prempeh,9,Twitter,BillyPrempeh,1229426679229165568,
House,New Jersey,Republican,Billy Prempeh,9,Facebook,BillyPrempeh,,
House,New Jersey,Republican,Billy Prempeh,9,Instagram,someguynamedbill,,
House,New Jersey,Republican,Billy Prempeh,9,YouTube,,https://www.youtube.com/c/SomeGuyNamedBill,
House,New Jersey,Libertarian,Sean Armstrong,9,Twitter,sarmcast,2236658947,
